MEAN_full,SD_full,q0_full,q0.01_full,q0.05_full,q0.1_full,q0.25_full,q0.5_full,q0.75_full,q0.9_full,q0.95_full,q0.99_full,q1_full,ar1_full,kur_full,skew_full,MEAN_abs,SD_abs,q0_abs,q0.05_abs,q0.25_abs,q0.75_abs,q0.95_abs,q1_abs,ar1_abs,kur_abs,skew_abs,MEAN_roll_sd_10,SD_roll_sd_10,q0_roll_sd_10,q0.05_roll_sd_10,q0.25_roll_sd_10,q0.75_roll_sd_10,q0.95_roll_sd_10,q1_roll_sd_10,ar1_roll_sd_10,kur_roll_sd_10,skew_roll_sd_10,MEAN_roll_sd_100,SD_roll_sd_100,q0_roll_sd_100,q0.05_roll_sd_100,q0.25_roll_sd_100,q0.75_roll_sd_100,q0.95_roll_sd_100,q1_roll_sd_100,ar1_roll_sd_100,kur_roll_sd_100,skew_roll_sd_100,MEAN_roll_sd_500,SD_roll_sd_500,q0_roll_sd_500,q0.05_roll_sd_500,q0.25_roll_sd_500,q0.75_roll_sd_500,q0.95_roll_sd_500,q1_roll_sd_500,ar1_roll_sd_500,kur_roll_sd_500,skew_roll_sd_500,MEAN_roll_sd_1000,SD_roll_sd_1000,q0_roll_sd_1000,q0.05_roll_sd_1000,q0.25_roll_sd_1000,q0.75_roll_sd_1000,q0.95_roll_sd_1000,q1_roll_sd_1000,ar1_roll_sd_1000,kur_roll_sd_1000,skew_roll_sd_1000,MEAN_roll_sd_1500,SD_roll_sd_1500,q0_roll_sd_1500,q0.05_roll_sd_1500,q0.25_roll_sd_1500,q0.75_roll_sd_1500,q0.95_roll_sd_1500,q1_roll_sd_1500,ar1_roll_sd_1500,kur_roll_sd_1500,skew_roll_sd_1500
4.393326667,5.568479223,-73,-11,-3,-1,2,4,7,9,12,20,91,0.800745612,20.24818369,0.216913867,5.392646667,4.607447969,0,1,3,7,12,91,0.754343926,29.68828868,3.646724081,3.768547545,3.129379292,0.483045892,1.663329993,2.357022604,3.956710194,8.42120334,63.6396976,0.973630975,46.96292356,5.468091181,4.419143458,3.403592589,1.935187199,2.534828108,2.869202543,4.435440374,10.25658694,40.61417875,0.99983317,25.3912325,4.393713769,4.596172317,3.145574391,2.429177187,2.694609776,2.956968604,4.76447946,10.97606706,28.45067165,0.999982596,14.61528807,3.438387354,4.74635234,2.919095837,2.571792783,2.739814882,3.052426626,5.18581408,10.85779055,20.93835138,0.999992243,8.40327277,2.719732134,4.863326654,2.7287479,2.652380707,2.787270215,3.185774124,5.387204303,10.55613142,17.6100373,0.999995018,5.412159239,2.264762365
4.00766,6.173845001,-104,-12,-3,-1,2,4,6,9,11,21,110,0.823737626,35.16802382,0.078039093,5.203913333,5.205469559,0,0,2,7,12,110,0.794613561,50.52258451,5.191761205,3.867167362,3.876097553,0.632455532,1.663329993,2.347575582,3.928528138,8.508818954,77.50132615,0.978570107,65.51232044,6.759048318,4.507929703,4.239555896,1.867748604,2.494822922,2.868568784,4.297650286,10.268767,53.48793029,0.999875973,39.61315265,5.550391656,4.700852571,4.012675126,2.35731582,2.677464029,2.952950361,4.523775535,11.52281191,36.72109057,0.999986176,22.50154445,4.342401984,4.884689524,3.796464418,2.504570197,2.764866812,3.045759782,4.654503239,12.15470431,27.60470604,0.999993697,13.62615141,3.479061491,5.028407236,3.616720882,2.582645421,2.818051898,3.158154236,4.945517306,13.47197363,22.9585355,0.999996098,9.111394342,2.931090974
3.861213333,6.927026646,-138,-16,-4,-2,1,4,7,9,12,24,162,0.853222212,34.51208648,0.006704666,5.470933333,5.741206744,0,0,2,7,14,162,0.823802197,54.83464815,5.135649876,4.187725698,4.125766512,0.516397779,1.712697677,2.412928143,4.254409477,10.27294175,98.53510373,0.976971816,61.64660229,6.127377493,5.079349196,4.735244948,1.997473151,2.575408176,2.949730342,4.974845818,13.00767062,60.19703255,0.999855827,25.74280875,4.414442231,5.310588282,4.456502785,2.443136064,2.754828154,3.05120693,5.340893773,14.52070473,34.26632338,0.999983238,12.2883116,3.301614727,5.514447693,4.209948959,2.55964505,2.827413176,3.144218521,5.567552122,15.94582809,26.36043871,0.999992454,7.115484372,2.652609081,5.67383501,4.005693492,2.688918942,2.856509951,3.242187099,5.896853335,15.78615674,23.58341909,0.999995275,4.649321377,2.246632575
4.156526667,7.064498009,-139,-16,-4,-1,2,4,7,10,12,24,147,0.85815957,36.63394889,-0.131667744,5.649126667,5.938949097,0,0,2,7,14,147,0.832131788,53.53887312,5.346712598,4.130009099,4.232488762,0.483045892,1.702938637,2.394437999,4.143267632,9.943171799,99.98605458,0.977578199,60.25246557,6.222913687,5.021727552,4.995361723,2.018500293,2.578387249,2.924556428,4.846116846,13.03488327,53.23084376,0.999867929,26.0004966,4.621910773,5.250798407,4.741704711,2.43008119,2.761088775,3.016908928,5.256177204,14.50485704,34.39172402,0.999986313,14.9075186,3.678372918,5.456778921,4.512506428,2.630645414,2.816763774,3.136501497,5.46624037,15.3128271,31.38422407,0.99999368,10.21371886,3.128614321,5.622914871,4.314853835,2.666487013,2.865324191,3.252459154,5.782319866,17.48149376,27.12495088,0.999995881,7.144283635,2.698769432
4.52948,4.573566484,-97,-6,-1,0,2,5,7,9,10,15,146,0.734747321,68.00468795,0.74901883,5.05076,3.990424737,0,1,3,7,10,146,0.696396293,94.51784765,5.879114823,3.131999415,2.666202875,0.471404521,1.577621275,2.162817093,3.308238874,5.663724387,96.98476398,0.975842277,177.3936327,10.32880678,3.508856221,2.933454192,1.90861947,2.381133759,2.622436218,3.216686293,6.767151796,53.84298534,0.999838248,90.19065495,8.307106975,3.593173976,2.720112443,2.375475904,2.565698661,2.696168141,3.274498539,7.128674491,34.64989365,0.999981033,55.84316861,6.712730802,3.669653141,2.537720637,2.450289762,2.609452096,2.717123251,3.463202098,7.00450127,25.49509435,0.999990881,36.79079499,5.558782275,3.737474417,2.414777957,2.510084708,2.629838447,2.728681208,3.691649822,6.67818246,20.98149671,0.99999394,26.85613398,4.828476439
3.897966667,7.903249054,-185,-16,-4,-1,1,4,6,9,12,24,221,0.868321459,79.83261339,0.045868188,5.532086667,6.859402607,0,0,2,7,13,221,0.85496589,115.6448929,8.010086114,4.242503755,5.414292661,0.421637021,1.702938637,2.394437999,4.115013163,10.02718527,155.2605337,0.981915031,120.3602232,8.945315735,5.064308608,6.097118553,2.032339549,2.552162878,2.91389912,4.611481061,12.65346601,99.96928821,0.999895097,70.5238818,7.055922268,5.33206416,5.852302418,2.460050344,2.700685729,3.000047428,5.059159435,14.00359115,71.55298218,0.999986762,43.90525892,5.668597268,5.585641943,5.622763912,2.568231261,2.754914437,3.100008718,5.346504382,15.99146056,53.9971504,0.999993845,28.5318134,4.639161535,5.789077377,5.428373863,2.632621004,2.811451771,3.188880503,5.6610975,16.8862099,44.47175495,0.999996018,20.46609464,3.976827998
4.028446667,5.140623856,-80,-9,-2,0,2,4,6,9,10,17,88,0.78237851,31.06210438,0.160593696,4.8915,4.327536551,0,0,2,6,11,88,0.743234637,44.0803998,4.541542418,3.442633961,2.832185141,0.527046277,1.636391694,2.263232693,3.622460797,6.941021379,59.49500446,0.973688503,69.9640226,6.774410164,3.968957462,3.27791569,1.975506584,2.463367983,2.752409413,3.753449592,8.355600553,45.45884586,0.999846185,40.97289206,5.728404696,4.100846047,3.081956686,2.457168157,2.65056352,2.816739968,3.961730255,8.505182671,30.35969133,0.999983393,24.40252524,4.563116545,4.207420801,2.898086267,2.538622383,2.707043976,2.857111669,4.105829129,9.022110034,23.0839925,0.999992769,15.46067994,3.736158571,4.273653519,2.6969431,2.609240946,2.731164415,2.895977212,4.419027933,9.85326735,19.14019774,0.999995225,11.11002466,3.223727526
3.706873333,8.720692084,-187,-21,-5,-2,1,4,6,10,13,29,167,0.89015937,53.12333262,0.060316328,5.825233333,7.473814443,0,0,2,7,15,187,0.877367344,78.27878917,6.736437001,4.556637503,5.4056658,0.516397779,1.712697677,2.440400696,4.448470399,11.89817913,121.3315018,0.979689654,71.95649033,6.84942599,5.687873585,6.63545084,2.073863325,2.579542673,2.979305729,5.417247055,15.92082367,86.08852855,0.999895785,37.89333747,5.346761788,5.973659563,6.372588786,2.442032565,2.725507803,3.091792743,5.763661648,16.56078994,64.39542233,0.999988459,26.10888476,4.498938562,6.257967625,6.106628754,2.561569956,2.786887465,3.243059734,6.532453134,17.73420709,52.54565707,0.999994517,18.30304383,3.804463466,6.498302363,5.867768095,2.62037067,2.851785407,3.383990812,6.86984817,18.15191471,43.30430719,0.999996353,13.21480962,3.281715316
4.23326,4.701718531,-71,-7,-2,0,2,4,6,9,10,16,88,0.747020502,29.40918818,0.043269556,4.908766667,3.991317579,0,1,2,7,10,88,0.702416212,38.9835413,4.063692535,3.289505882,2.635300973,0.567646212,1.595131482,2.221110833,3.470510689,6.219146065,56.55321977,0.97408138,74.11012664,7.045672574,3.7285909,2.872546249,1.975711098,2.438972296,2.698652863,3.548381335,7.124321694,40.15303553,0.999842449,48.82202278,6.161612082,3.837832168,2.718668936,2.450781234,2.615480353,2.761901555,3.701015947,7.570509972,25.94519358,0.999985463,28.65828973,4.929146063,3.941472927,2.574335658,2.520168099,2.66645626,2.789994277,3.801127803,8.870935266,20.90835104,0.999993695,18.39665676,4.041482303,4.023175397,2.45374841,2.549543424,2.69891379,2.825247839,3.946409689,8.137807809,17.63781547,0.999996165,12.89320395,3.454611688
4.286473333,5.664256961,-96,-10,-2,0,2,4,7,9,11,19,130,0.806736203,50.83749387,0.154539474,5.19586,4.843618681,0,1,2,7,11,130,0.775311658,72.24249912,5.856873392,3.582872209,3.455442266,0.516397779,1.646545205,2.299758441,3.683295626,7.284687136,82.60138551,0.977693069,99.38591977,8.124623909,4.151838228,3.872538741,1.917489942,2.472699421,2.782539353,3.91488999,8.852432183,58.32757634,0.99987125,65.82532544,6.98224577,4.307525518,3.689322319,2.436998548,2.646810763,2.843928948,4.169089423,9.695545741,43.44464628,0.999986287,41.43414922,5.720264167,4.450136021,3.525664224,2.533869866,2.704457263,2.893947292,4.357782265,9.507832291,34.06303854,0.999994127,29.73047896,4.930493464,4.557910301,3.396566844,2.587741066,2.742171342,2.999775768,4.592337064,9.041265686,28.35791872,0.999996435,22.68570117,4.384636317
4.14336,5.524008026,-117,-10,-3,-1,2,4,7,9,11,19,146,0.80310259,58.47337403,0.68120253,5.094853333,4.660955661,0,0,2,7,11,146,0.76810657,94.37232947,6.090925823,3.583433415,3.136494434,0.567646212,1.649915823,2.299758441,3.743141877,7.740585272,108.0494228,0.974968372,159.1410019,9.050637074,4.208484675,3.593797779,2.051729992,2.506939863,2.805117978,4.023604595,9.477559887,69.09149548,0.999830801,77.44215877,6.919013653,4.362095202,3.394964936,2.480767707,2.68777683,2.888276351,4.267678779,10.15763748,39.67300713,0.999981953,34.00820726,4.970764725,4.490282827,3.232020047,2.579850893,2.745903127,2.947134982,4.546667261,10.4152671,30.1925019,0.9999921,22.222571,4.148375808,4.592036301,3.096666614,2.607527121,2.798761679,3.007978051,4.698677609,10.59475168,25.41726821,0.999994898,16.56266412,3.670434054
4.10442,5.46626097,-146,-7,-1,0,2,4,6,8,9,15,236,0.806684484,209.6885559,2.169000383,4.754393333,4.911413053,0,1,2,6,10,236,0.795654046,286.6438954,11.84793146,3.109536154,3.342418983,0.421637021,1.567021236,2.1499354,3.205897344,5.173651193,155.1057345,0.979446426,351.495171,14.85485739,3.540188601,4.180688417,1.90967764,2.377419023,2.602931525,3.06660079,5.930029724,87.89485167,0.999856938,151.8133039,10.92111473,3.678697128,4.051843313,2.36009833,2.550657898,2.668190864,3.033057017,7.487357414,53.25468263,0.999979795,73.39559494,7.920874613,3.803696896,3.942500106,2.44377086,2.596891188,2.6876174,3.198504249,8.534889826,39.2741418,0.999990352,44.90265301,6.341594237,3.906477962,3.850288835,2.544622885,2.610958501,2.709796671,3.270466832,8.522500768,32.28051664,0.99999362,31.65314994,5.417158831
3.87486,8.382560573,-164,-19,-5,-2,1,4,7,10,13,28,198,0.889517092,61.73911646,0.1685967,5.793273333,7.191642526,0,0,2,7,15,198,0.87486824,92.32014756,7.103654526,4.430860948,4.937716313,0.421637021,1.712697677,2.424412873,4.423422506,11.1987102,121.7164738,0.978924666,64.79062582,6.429803955,5.505626855,6.344553588,2.052443727,2.537078571,2.934021958,5.298856366,15.83087381,79.46287552,0.999878615,40.52727393,5.529081989,5.792921325,6.078121168,2.414571662,2.678410679,3.023140545,5.704619652,15.82756582,64.14482562,0.999986039,25.69004363,4.471540078,6.040894843,5.840902149,2.503746742,2.727159034,3.130961341,6.179806956,16.32885,48.38210591,0.999994133,16.76474237,3.707463993,6.23382373,5.639482915,2.555803609,2.781934398,3.198850416,6.527929595,18.69966425,39.9702658,0.999996268,11.80792816,3.187452871
3.888406667,6.550572468,-128,-13,-3,-1,1,4,6,9,11,21,127,0.843174573,52.59304421,-0.04964892,5.163926667,5.600311641,0,0,2,7,12,128,0.822646782,75.58382011,6.404601968,3.825968446,4.026276372,0.471404521,1.663329993,2.319003617,3.858612301,8.499019551,102.3488588,0.978685132,104.3550766,8.155255421,4.551883486,4.726518627,1.754186911,2.508551033,2.845144721,4.248291397,11.20098751,73.51209273,0.999883892,54.98459142,6.348721093,4.745296317,4.500311458,2.410943653,2.687013227,2.938940411,4.442777571,12.14845034,50.83550366,0.999986775,34.87001483,5.183431744,4.928474079,4.283556543,2.523521183,2.757245256,3.010252085,4.666683719,12.35318907,37.18413558,0.999994088,21.57032249,4.201879129,5.067939911,4.119554532,2.594573201,2.805596237,3.076104653,4.858776735,12.08043747,30.75583972,0.99999623,15.10263681,3.599775318
4.175713333,3.99074734,-66,-6,-1,0,2,4,6,8,10,14,88,0.674901016,22.88090779,0.183574699,4.6829,3.381281386,0,1,2,6,10,88,0.617779728,32.11747484,2.974443042,3.083547942,1.922379523,0.567646212,1.595131482,2.213594362,3.381321241,5.501514943,56.4111888,0.965731669,116.236012,7.792493351,3.452322145,1.999568625,1.981607347,2.446271126,2.687344076,3.37943872,6.318962963,35.51213194,0.999761551,76.20619348,7.094445427,3.530152898,1.832220843,2.472514237,2.614051746,2.754668837,3.498745266,6.796173626,20.83034812,0.999977834,36.30393493,5.256527992,3.598340007,1.694735288,2.53670374,2.6631732,2.79372796,3.545762038,6.082150652,15.88460738,0.999990468,22.76822717,4.283272033,3.647031104,1.592546593,2.557511838,2.686623897,2.840631211,3.661729245,5.93384911,13.31058248,0.999994321,16.28310151,3.695134386
4.015253333,7.444190807,-270,-12,-3,-1,2,4,6,9,11,21,319,0.86626245,242.5969776,-0.268088296,5.290346667,6.599271865,0,0,2,7,12,319,0.857583374,349.9643885,13.238486,3.894175037,4.822155602,0.567646212,1.663329993,2.321398046,3.893013686,8.430104784,218.855711,0.980817552,298.5466471,13.16135203,4.595567493,5.880054757,2.006152154,2.496462143,2.823619713,4.297803056,10.16418748,136.9763745,0.999897454,174.6943876,11.13169705,4.80330308,5.693505823,2.441467905,2.688918848,2.906402993,4.624802005,10.82181349,85.58098685,0.999986112,97.86184884,8.69903912,5.00818199,5.52261298,2.506428971,2.748517846,2.964918505,4.887505674,11.74786689,62.76189333,0.999993325,62.42245628,7.101781536,5.171401126,5.382288985,2.568605986,2.777486605,3.016816775,5.120665227,10.8827233,51.74120674,0.999995586,45.3630002,6.139269994
3.862786667,4.195277882,-62,-7,-2,0,2,4,6,8,9,14,63,0.695157446,23.18571444,0.077195247,4.465053333,3.54749808,0,0,2,6,10,63,0.643911033,30.31639454,3.534998281,3.084232013,2.31866457,0.483045892,1.567021236,2.1499354,3.272783389,5.59364719,48.86819006,0.97336246,69.97637164,6.933889005,3.417800238,2.441140035,1.883983529,2.377419023,2.6091525,3.118452737,6.788611973,34.13611938,0.999834292,45.88361681,6.06671513,3.512755598,2.293493806,2.378511011,2.558794806,2.682590648,3.153530324,7.226365387,21.46229242,0.999983753,25.9884819,4.737671237,3.600972559,2.155677979,2.466999409,2.596062121,2.703768919,3.282495206,7.518215184,16.22980908,0.999993059,15.01883165,3.725706364,3.665348833,2.036624617,2.52092722,2.615740996,2.72091325,3.374804354,8.110617792,13.69272649,0.999995521,10.10944413,3.144687113
3.607273333,7.159786369,-102,-17,-4,-2,1,4,6,9,11,23,128,0.85804066,36.74680875,0.247321553,5.262273333,6.048416591,0,0,2,7,13,128,0.837717077,54.29112916,5.670312401,4.133980306,4.403139358,0.516397779,1.686548085,2.378141198,4.110960958,9.902019992,84.92611168,0.978678117,57.59493501,6.309479055,4.962677531,5.112342923,2.091927727,2.552400336,2.917363553,4.672409886,12.26875394,56.58361472,0.999876841,30.10082503,4.957694519,5.143466641,4.69667305,2.418578724,2.725134256,2.997272641,5.239160009,13.34862869,42.52257229,0.999985408,19.09366191,4.012964656,5.314136717,4.344447074,2.540635714,2.805155949,3.081514519,5.535546339,13.92462302,31.78328292,0.999992916,12.07888525,3.2752601,5.457736523,4.092482684,2.591518641,2.848748111,3.181404162,5.764756818,15.90227576,26.25382043,0.999995367,8.198468391,2.778037041
