,time_to_failure
107,1.0137978792190552
108,1.0094994306564329
109,1.0062963962554932
110,1.0019979476928709
111,0.9977994561195374
112,0.9945964813232422
113,0.99029803276062
114,0.9860995411872864
115,0.9828965663909912
116,0.9785980582237244
117,0.9743995666503906
118,0.9711965918540956
119,0.9668981432914734
120,0.9626996517181396
121,0.9594966769218444
122,0.9551981687545776
123,0.9509997367858888
124,0.9477967023849488
125,0.9434982538223268
126,0.9392997622489928
127,0.9360967874526978
128,0.9317983388900756
129,0.927599847316742
130,0.9243968725204468
131,0.92009836435318
132,0.9158998727798462
133,0.9126968979835509
134,0.9083984494209291
135,0.9041999578475952
136,0.9009969830513
137,0.8966984748840332
138,0.8934955000877379
139,0.8892970085144043
140,0.8849985599517822
141,0.8817955851554871
142,0.8775970935821533
143,0.8732986450195312
144,0.8700956106185913
145,0.8658971786499023
146,0.8615986704826355
147,0.8583956956863403
148,0.8541972041130066
149,0.8498987555503845
150,0.8466957807540894
151,0.8423972725868225
152,0.8381987810134888
153,0.8349958062171936
154,0.8306973576545715
155,0.8264988660812378
156,0.8232958912849426
157,0.8189973831176758
158,0.8147989511489868
159,0.8115959167480469
160,0.8072974681854248
161,0.8030989766120911
162,0.7998960018157959
163,0.7955975532531738
164,0.7913990616798401
165,0.7881960868835449
166,0.7838975787162781
167,0.7796990871429443
168,0.7764961123466492
169,0.7721976637840271
170,0.7679991722106934
171,0.7647961974143982
172,0.7604976892471313
173,0.7562992572784424
174,0.7530962824821472
175,0.7487977743148804
176,0.7445992827415466
177,0.7413963079452515
178,0.7370978593826294
179,0.7328993678092957
180,0.7296963930130005
181,0.7253978848457336
182,0.7211993932723999
183,0.7179964184761047
184,0.7136979699134827
185,0.7093994617462158
186,0.7062965035438538
187,0.7019979953765869
188,0.6976995468139648
189,0.6945965886116028
190,0.6902980804443359
191,0.6859996318817139
192,0.6827965974807739
193,0.678598165512085
194,0.6742996573448181
195,0.671096682548523
196,0.6668981909751892
197,0.6625997424125671
198,0.659396767616272
199,0.6551982760429382
200,0.6508997678756714
201,0.6476967930793762
202,0.6434983015060425
203,0.6391998529434204
204,0.6359968781471252
205,0.6317983865737915
206,0.6274999380111694
207,0.6242969036102295
208,0.6200984716415405
209,0.6157999634742737
210,0.6125969886779785
211,0.6083984971046448
212,0.6051955223083496
213,0.6008970737457275
214,0.5966985821723938
215,0.5934956073760986
216,0.5891970992088318
217,0.5849986672401428
218,0.5817956328392029
219,0.5774971842765808
220,0.5732986927032471
221,0.5700957179069519
222,0.5657972097396851
223,0.5615987777709961
224,0.5583958029747009
225,0.5540972948074341
226,0.5498988032341003
227,0.5466958284378052
228,0.5423973798751831
229,0.5380988717079163
230,0.5349959135055542
231,0.5306974053382874
232,0.5263989567756653
233,0.5232959389686584
234,0.5189974904060364
235,0.5146989822387695
236,0.5114960074424744
237,0.5072975754737854
238,0.5029990673065186
239,0.4997960925102234
240,0.4955976009368897
241,0.4912991225719452
242,0.48809614777565
243,0.4838976562023163
244,0.4795991778373718
245,0.4763962030410767
246,0.4721977412700653
247,0.4678992629051209
248,0.4646962583065033
249,0.460497796535492
250,0.4561993181705475
251,0.4529963433742523
252,0.4487978518009186
253,0.4444993734359741
254,0.44129639863967896
255,0.4370979070663452
256,0.4327994287014008
257,0.4295964539051056
258,0.42539799213409424
259,0.4210995137691498
260,0.4178965091705322
261,0.4136980473995209
262,0.4093995690345764
263,0.4061965644359589
264,0.4019981026649475
265,0.3976996243000031
266,0.3944966495037079
267,0.39029815793037415
268,0.3859996795654297
269,0.3827967047691345
270,0.3784982264041901
271,0.3742997348308563
272,0.3710967600345612
273,0.3667982816696167
274,0.36259981989860535
275,0.3593968152999878
276,0.3550983369350433
277,0.350899875164032
278,0.3476969003677368
279,0.3433984220027924
280,0.3391999304294586
281,0.33599695563316345
282,0.331698477268219
283,0.32849547266960144
284,0.3242970108985901
285,0.31999853253364563
286,0.3167955577373505
287,0.3125970661640167
288,0.3082985877990723
289,0.3050956130027771
290,0.30089712142944336
291,0.2965986430644989
292,0.2933956682682037
293,0.2891972064971924
294,0.2848987281322479
295,0.2816957235336304
296,0.27749726176261896
297,0.27319878339767456
298,0.2699958086013794
299,0.26579731702804565
300,0.2614988386631012
301,0.25829586386680603
302,0.2540973722934723
303,0.24979890882968905
304,0.2465959191322327
305,0.2423974424600601
306,0.2380989640951157
307,0.2348959743976593
308,0.2306974977254868
309,0.2263990193605423
310,0.22319604456424716
311,0.21889756619930267
312,0.21469908952713013
313,0.21149609982967374
314,0.2071976214647293
315,0.2029991447925568
316,0.1997961699962616
317,0.19549769163131714
318,0.1912992149591446
319,0.18809622526168826
320,0.18379774689674375
321,0.17959927022457126
322,0.17639629542827606
323,0.1720978170633316
324,0.16789934039115906
325,0.1646963506937027
326,0.16039787232875824
327,0.1561993956565857
328,0.15299640595912933
329,0.14869792759418488
330,0.14449945092201233
331,0.14129647612571716
332,0.1369979977607727
333,0.13279952108860016
334,0.1295965313911438
335,0.12529805302619934
336,0.1210995763540268
337,0.11789659410715105
338,0.11359811574220655
339,0.10939963907003404
340,0.10619665682315826
341,0.1018981784582138
342,0.09769970178604126
343,0.0944967195391655
344,0.09019824117422104
345,0.08589976280927658
346,0.08279678225517273
347,0.07849830389022827
348,0.07419982552528381
349,0.07109684497117996
350,0.0667983666062355
351,0.06249988824129105
352,0.059296902269124985
353,0.05509842559695244
354,0.05079994723200798
355,0.04759696498513222
356,0.04339848831295967
357,0.04019550234079361
358,0.03589702770113945
359,0.031698547303676605
360,0.02849556505680084
361,0.02419708855450153
362,0.01999861001968384
363,0.016795627772808075
364,0.012497149407863615
365,0.008298671804368496
366,0.0050956886261701575
367,0.0007972112507559358
368,11.537598609924315
369,11.534396171569824
370,11.530097007751465
371,11.525898933410645
372,11.522695541381836
373,11.518397331237793
374,11.514199256896973
375,11.510995864868164
376,11.50669765472412
377,11.502498626708984
378,11.499296188354492
379,11.494997024536133
380,11.490798950195312
381,11.487595558166506
382,11.483297348022461
383,11.47909927368164
384,11.475895881652832
385,11.471597671508787
386,11.467398643493652
387,11.46419620513916
388,11.459897994995115
389,11.455598831176758
390,11.452496528625488
391,11.448197364807127
392,11.443899154663086
393,11.4407958984375
394,11.436497688293455
395,11.432199478149414
396,11.428996086120605
397,11.424798011779785
398,11.420499801635742
399,11.417296409606935
400,11.413098335266113
401,11.408799171447756
402,11.405596733093262
403,11.401397705078125
404,11.397099494934082
405,11.393896102905273
406,11.389698028564453
407,11.38539981842041
408,11.382196426391602
409,11.37799835205078
410,11.373699188232422
411,11.37049674987793
412,11.366297721862793
413,11.36199951171875
414,11.358797073364258
415,11.35459804534912
416,11.350299835205078
417,11.34709644317627
418,11.34289836883545
419,11.338600158691404
420,11.335396766662598
421,11.331198692321776
422,11.326899528503418
423,11.323697090148926
424,11.319498062133787
425,11.315199851989744
426,11.311996459960938
427,11.307798385620115
428,11.303500175476074
429,11.300296783447266
430,11.295998573303224
431,11.292895317077635
432,11.288597106933596
433,11.28429889678955
434,11.281195640563965
435,11.276897430419922
436,11.272598266601562
437,11.26939582824707
438,11.265196800231935
439,11.26089859008789
440,11.257696151733398
441,11.253497123718262
442,11.24919891357422
443,11.24599552154541
444,11.24179744720459
445,11.237499237060547
446,11.234295845031738
447,11.230097770690918
448,11.22579860687256
449,11.222596168518066
450,11.21839714050293
451,11.214098930358887
452,11.210895538330078
453,11.206697463989258
454,11.202399253845217
455,11.199195861816406
456,11.194997787475586
457,11.190698623657227
458,11.187496185302734
459,11.183297157287598
460,11.178998947143556
461,11.175796508789062
462,11.171597480773926
463,11.167299270629883
464,11.164095878601074
465,11.159897804260254
466,11.155599594116213
467,11.152396202087402
468,11.148198127746582
469,11.143898963928224
470,11.14069652557373
471,11.136398315429688
472,11.13219928741455
473,11.12899684906006
474,11.1246976852417
475,11.12049961090088
476,11.11729621887207
477,11.112998008728027
478,11.108799934387207
479,11.105596542358398
480,11.101298332214355
481,11.09709930419922
482,11.093896865844727
483,11.089597702026367
484,11.085399627685547
485,11.082196235656738
486,11.077898025512695
487,11.073699951171877
488,11.070496559143066
489,11.066198348999023
490,11.061999320983887
491,11.058796882629396
492,11.054498672485352
493,11.050299644470217
494,11.047097206115724
495,11.042798042297363
496,11.038599967956543
497,11.035396575927734
498,11.031098365783693
499,11.026900291442873
500,11.023696899414062
501,11.01939868927002
502,11.015199661254883
503,11.01199722290039
504,11.007698059082033
505,11.004495620727539
506,11.000296592712402
507,10.99599838256836
508,10.992795944213867
509,10.98859691619873
510,10.984298706054688
511,10.98109531402588
512,10.976797103881836
513,10.972599029541016
514,10.969395637512207
515,10.965097427368164
516,10.960898399353027
517,10.957695960998537
518,10.953397750854492
519,10.949198722839355
520,10.945996284484863
521,10.941697120666504
522,10.937499046325684
523,10.934295654296877
524,10.929997444152832
525,10.925799369812012
526,10.922595977783203
527,10.91829776763916
528,10.914098739624023
529,10.910896301269533
530,10.906597137451172
531,10.902399063110352
532,10.899195671081543
533,10.8948974609375
534,10.89069938659668
535,10.887495994567873
536,10.883197784423828
537,10.878998756408693
538,10.8757963180542
539,10.871498107910156
540,10.86729907989502
541,10.864096641540527
542,10.859797477722168
543,10.855599403381348
544,10.852396011352539
545,10.848097801208496
546,10.843799591064453
547,10.840696334838867
548,10.836398124694824
549,10.83209991455078
550,10.828996658325195
551,10.824698448181152
552,10.820399284362793
553,10.817296981811523
554,10.812997817993164
555,10.80869960784912
556,10.805496215820312
557,10.801298141479492
558,10.79699993133545
559,10.79379653930664
560,10.78959846496582
561,10.785299301147461
562,10.782096862792967
563,10.777897834777832
564,10.773599624633787
565,10.770397186279297
566,10.76619815826416
567,10.761899948120117
568,10.758696556091307
569,10.754498481750488
570,10.750200271606444
571,10.746996879577637
572,10.742798805236816
573,10.738499641418457
574,10.735297203063963
575,10.731098175048828
576,10.727895736694336
577,10.723596572875977
578,10.719398498535156
579,10.716195106506348
580,10.711896896362305
581,10.707698822021484
582,10.704495429992676
583,10.700197219848633
584,10.695998191833496
585,10.692795753479004
586,10.688497543334961
587,10.684298515319824
588,10.681096076965332
589,10.676796913146973
590,10.67249870300293
591,10.669395446777344
592,10.6650972366333
593,10.660799026489258
594,10.657695770263672
595,10.653397560119627
596,10.649099349975586
597,10.645895957946776
598,10.641697883605957
599,10.637398719787598
600,10.634196281433104
601,10.629997253417967
602,10.625699043273926
603,10.622495651245117
604,10.618297576904297
605,10.613999366760254
606,10.610795974731444
607,10.606597900390623
608,10.602298736572266
609,10.599096298217773
610,10.594897270202637
611,10.590599060058594
612,10.587396621704102
613,10.583197593688963
614,10.578899383544922
615,10.575695991516113
616,10.571497917175293
617,10.56719970703125
618,10.56399631500244
619,10.55979824066162
620,10.555499076843262
621,10.55229663848877
622,10.548097610473633
623,10.54379940032959
624,10.54059600830078
625,10.536397933959961
626,10.532099723815918
627,10.52889633178711
628,10.524698257446287
629,10.520400047302246
630,10.517196655273438
631,10.512898445129396
632,10.508699417114258
633,10.505496978759766
634,10.501197814941406
635,10.496999740600586
636,10.493796348571776
637,10.489498138427734
638,10.485300064086914
639,10.482096672058104
640,10.477798461914062
641,10.473599433898926
642,10.470396995544434
643,10.46609878540039
644,10.461899757385254
645,10.458697319030762
646,10.454398155212402
647,10.450200080871582
648,10.446996688842773
649,10.44269847869873
650,10.439495086669922
651,10.435297012329102
652,10.43099880218506
653,10.42779541015625
654,10.42359733581543
655,10.41929817199707
656,10.416095733642578
657,10.41189670562744
658,10.407598495483398
659,10.404396057128906
660,10.40019702911377
661,10.395898818969727
662,10.392695426940918
663,10.388497352600098
664,10.384199142456056
665,10.380995750427246
666,10.376797676086426
667,10.372498512268066
668,10.369296073913574
669,10.365097045898438
670,10.360798835754396
671,10.357596397399902
672,10.353297233581543
673,10.349099159240724
674,10.345895767211914
675,10.341597557067873
676,10.33739948272705
677,10.334196090698242
678,10.3298978805542
679,10.325698852539062
680,10.32249641418457
681,10.318197250366213
682,10.31399917602539
683,10.310795783996582
684,10.306497573852539
685,10.30229949951172
686,10.29909610748291
687,10.294797897338867
688,10.29059886932373
689,10.287396430969238
690,10.283098220825195
691,10.27889919281006
692,10.275696754455566
693,10.271397590637207
694,10.267199516296387
695,10.263996124267578
696,10.259697914123537
697,10.255499839782717
698,10.252296447753906
699,10.247998237609863
700,10.243799209594727
701,10.240596771240234
702,10.236297607421877
703,10.232099533081056
704,10.228897094726562
705,10.224597930908203
706,10.22029972076416
707,10.217196464538574
708,10.212898254394533
709,10.208600044250488
710,10.205496788024902
711,10.20119857788086
712,10.1968994140625
713,10.193696975708008
714,10.189497947692873
715,10.185199737548828
716,10.181997299194336
717,10.1777982711792
718,10.173500061035156
719,10.170296669006348
720,10.166098594665527
721,10.161800384521484
722,10.158596992492676
723,10.154398918151855
724,10.151195526123047
725,10.146897315979004
726,10.142698287963867
727,10.139495849609377
728,10.135196685791016
729,10.130998611450195
730,10.127795219421387
731,10.123497009277344
732,10.119298934936523
733,10.116095542907717
734,10.111797332763672
735,10.107598304748537
736,10.104395866394043
737,10.10009765625
738,10.095898628234863
739,10.092696189880373
740,10.088397026062012
741,10.084198951721193
742,10.080995559692383
743,10.07669734954834
744,10.07249927520752
745,10.069295883178713
746,10.064997673034668
747,10.060798645019533
748,10.057596206665039
749,10.053297996520996
750,10.048998832702637
751,10.045896530151367
752,10.041597366333008
753,10.037299156188963
754,10.03419589996338
755,10.029897689819336
756,10.025599479675293
757,10.022396087646484
758,10.018198013305664
759,10.013898849487305
760,10.010696411132812
761,10.006497383117676
762,10.002199172973633
763,9.99899673461914
764,9.994797706604004
765,9.990499496459961
766,9.987296104431152
767,9.983098030090332
768,9.978799819946287
769,9.97559642791748
770,9.97139835357666
771,9.9670991897583
772,9.963896751403807
773,9.959697723388672
774,9.955399513244627
775,9.95219612121582
776,9.947998046875
777,9.943699836730957
778,9.940496444702148
779,9.936298370361328
780,9.932000160217283
781,9.928796768188477
782,9.924598693847656
783,9.920299530029297
784,9.917097091674805
785,9.912898063659668
786,9.908599853515623
787,9.905396461486816
788,9.901198387145996
789,9.896900177001953
790,9.893696784973145
791,9.889398574829102
792,9.885199546813963
793,9.881997108459473
794,9.87769889831543
795,9.874595642089844
796,9.8702974319458
797,9.86599826812744
798,9.86279582977295
799,9.858596801757812
800,9.85429859161377
801,9.851095199584961
802,9.84689712524414
803,9.842598915100098
804,9.839395523071287
805,9.835197448730467
806,9.83089828491211
807,9.827695846557617
808,9.82349681854248
809,9.819198608398438
810,9.815996170043944
811,9.811797142028807
812,9.807498931884766
813,9.804295539855957
814,9.800097465515137
815,9.795799255371094
816,9.792595863342283
817,9.788397789001463
818,9.784098625183104
819,9.780896186828613
820,9.776697158813477
821,9.772398948669434
822,9.76919651031494
823,9.764997482299805
824,9.760699272155762
825,9.757495880126953
826,9.753297805786133
827,9.74899959564209
828,9.74579620361328
829,9.741598129272461
830,9.737298965454102
831,9.73409652709961
832,9.72979736328125
833,9.72559928894043
834,9.72239589691162
835,9.718097686767578
836,9.713899612426758
837,9.71069622039795
838,9.706398010253906
839,9.70219898223877
840,9.698996543884276
841,9.694698333740234
842,9.690499305725098
843,9.687296867370604
844,9.682997703552246
845,9.678799629211426
846,9.675596237182617
847,9.671298027038574
848,9.667099952697754
849,9.663896560668944
850,9.659598350524902
851,9.655399322509766
852,9.652196884155273
853,9.647897720336914
854,9.643699645996094
855,9.640496253967283
856,9.636198043823242
857,9.631999969482422
858,9.628796577453613
859,9.62449836730957
860,9.62030029296875
861,9.61709690093994
862,9.612798690795898
863,9.608599662780762
864,9.60539722442627
865,9.60109806060791
866,9.596799850463867
867,9.59369659423828
868,9.589398384094238
869,9.586195945739746
870,9.58199691772461
871,9.577698707580566
872,9.574495315551758
873,9.570197105407717
874,9.565999031066896
875,9.562795639038086
876,9.558497428894043
877,9.554298400878906
878,9.551095962524414
879,9.546796798706056
880,9.542598724365234
881,9.539395332336426
882,9.535097122192383
883,9.530899047851562
884,9.527695655822754
885,9.523397445678713
886,9.519198417663574
887,9.515995979309082
888,9.511697769165039
889,9.507498741149902
890,9.50429630279541
891,9.49999713897705
892,9.49579906463623
893,9.492595672607422
894,9.48829746246338
895,9.48409938812256
896,9.48089599609375
897,9.476597785949707
898,9.47239875793457
899,9.469196319580078
900,9.464898109436037
901,9.460699081420898
902,9.457496643066406
903,9.453197479248047
904,9.448999404907227
905,9.445796012878418
906,9.441497802734377
907,9.437299728393556
908,9.434096336364746
909,9.429798126220703
910,9.425498962402344
911,9.422396659851074
912,9.418097496032717
913,9.413799285888672
914,9.410696029663086
915,9.406397819519043
916,9.402099609375
917,9.398896217346193
918,9.394698143005373
919,9.390399932861328
920,9.38719654083252
921,9.3829984664917
922,9.37869930267334
923,9.375496864318848
924,9.371297836303713
925,9.366999626159668
926,9.36379623413086
927,9.359598159790039
928,9.355299949645996
929,9.352096557617188
930,9.347898483276367
931,9.343599319458008
932,9.340396881103516
933,9.33619785308838
934,9.331899642944336
935,9.328697204589844
936,9.324498176574707
937,9.320199966430664
938,9.316996574401855
939,9.312798500061037
940,9.308500289916992
941,9.305296897888184
942,9.301098823547363
943,9.297895431518556
944,9.293597221374512
945,9.289398193359377
946,9.286195755004883
947,9.28189754486084
948,9.277698516845703
949,9.274496078491213
950,9.270196914672852
951,9.265898704528807
952,9.262795448303224
953,9.25849723815918
954,9.254199028015137
955,9.25109577178955
956,9.246797561645508
957,9.242498397827148
958,9.239295959472656
959,9.23509693145752
960,9.230798721313477
961,9.227596282958984
962,9.223397254943848
963,9.219099044799805
964,9.215895652770996
965,9.211697578430176
966,9.207399368286133
967,9.204195976257324
968,9.199997901916504
969,9.195698738098145
970,9.192496299743652
971,9.188297271728516
972,9.183999061584473
973,9.180795669555664
974,9.176597595214844
975,9.1722993850708
976,9.169095993041992
977,9.164897918701172
978,9.160599708557127
979,9.15739631652832
980,9.1531982421875
981,9.14889907836914
982,9.145696640014648
983,9.141497611999512
984,9.137199401855467
985,9.13399600982666
986,9.12979793548584
987,9.125499725341797
988,9.122296333312988
989,9.118098258972168
990,9.113799095153807
991,9.110596656799316
992,9.106298446655273
993,9.102099418640137
994,9.098896980285645
995,9.094597816467283
996,9.090399742126463
997,9.087196350097656
998,9.082898139953613
999,9.078700065612793
1000,9.075496673583984
1001,9.07119846343994
1002,9.066999435424805
1003,9.063796997070312
1004,9.059497833251953
1005,9.055299758911133
1006,9.052096366882324
1007,9.04779815673828
1008,9.043600082397461
1009,9.040396690368652
1010,9.03609848022461
1011,9.031899452209473
1012,9.02869701385498
1013,9.024398803710938
1014,9.0201997756958
1015,9.016997337341307
1016,9.01269817352295
1017,9.009495735168457
1018,9.00529670715332
1019,9.000998497009277
1020,8.997796058654785
1021,8.993597030639648
1022,8.989298820495605
1023,8.986095428466797
1024,8.981897354125977
1025,8.977599143981934
1026,8.974395751953125
1027,8.970197677612305
1028,8.965898513793945
1029,8.962696075439453
1030,8.958497047424316
1031,8.954198837280273
1032,8.950995445251465
1033,8.946697235107422
1034,8.942499160766602
1035,8.939295768737793
1036,8.93499755859375
1037,8.930798530578613
1038,8.927596092224121
1039,8.923297882080078
1040,8.919098854064941
1041,8.91589641571045
1042,8.91159725189209
1043,8.90739917755127
1044,8.904195785522461
1045,8.899897575378418
1046,8.895699501037598
1047,8.892496109008789
1048,8.888197898864746
1049,8.88399887084961
1050,8.880796432495117
1051,8.876497268676758
1052,8.872299194335938
1053,8.869095802307129
1054,8.864797592163086
1055,8.860599517822266
1056,8.857396125793457
1057,8.853097915649414
1058,8.848899841308594
1059,8.845696449279785
1060,8.841398239135742
1061,8.837199211120605
1062,8.833996772766113
1063,8.829697608947754
1064,8.825499534606934
1065,8.822296142578125
1066,8.817997932434082
1067,8.813799858093262
1068,8.810596466064453
1069,8.80629825592041
1070,8.802000045776367
1071,8.798896789550781
1072,8.794598579406737
1073,8.790299415588379
1074,8.787197113037111
1075,8.78289794921875
1076,8.778599739074707
1077,8.775396347045897
1078,8.771198272705076
1079,8.766900062561035
1080,8.763696670532228
1081,8.759498596191406
1082,8.755199432373049
1083,8.751996994018555
1084,8.747797966003418
1085,8.743499755859375
1086,8.740297317504883
1087,8.736098289489746
1088,8.732895851135254
1089,8.728596687316895
1090,8.724398612976074
1091,8.721195220947267
1092,8.716897010803223
1093,8.712698936462402
1094,8.709495544433594
1095,8.705197334289549
1096,8.700998306274414
1097,8.697795867919924
1098,8.693497657775879
1099,8.689298629760742
1100,8.68609619140625
1101,8.681797027587889
1102,8.67759895324707
1103,8.674395561218263
1104,8.670097351074219
1105,8.665899276733397
1106,8.66269588470459
1107,8.658397674560549
1108,8.65419864654541
1109,8.650996208190918
1110,8.646697044372559
1111,8.642398834228517
1112,8.63929557800293
1113,8.634997367858888
1114,8.630699157714844
1115,8.627595901489258
1116,8.623297691345215
1117,8.618999481201174
1118,8.615796089172362
1119,8.611598014831543
1120,8.607298851013184
1121,8.604096412658691
1122,8.599897384643555
1123,8.595599174499513
1124,8.592395782470701
1125,8.588197708129883
1126,8.58389949798584
1127,8.580696105957031
1128,8.576498031616211
1129,8.572198867797853
1130,8.568996429443361
1131,8.564798355102539
1132,8.56049919128418
1133,8.557296752929688
1134,8.553097724914549
1135,8.548799514770508
1136,8.545596122741701
1137,8.541398048400879
1138,8.537099838256836
1139,8.533896446228027
1140,8.529698371887207
1141,8.525399208068848
1142,8.522196769714355
1143,8.517997741699219
1144,8.513699531555176
1145,8.510497093200684
1146,8.506298065185549
1147,8.501999855041504
1148,8.498796463012695
1149,8.494598388671875
1150,8.490300178527832
1151,8.487096786499022
1152,8.48279857635498
1153,8.478599548339844
1154,8.475397109985353
1155,8.471097946166992
1156,8.466899871826174
1157,8.463696479797362
1158,8.45939826965332
1159,8.4552001953125
1160,8.451996803283691
1161,8.447698593139647
1162,8.44449520111084
1163,8.44029712677002
1164,8.435998916625978
1165,8.432795524597168
1166,8.428597450256348
1167,8.424298286437987
1168,8.421095848083496
1169,8.416896820068361
1170,8.412598609924316
1171,8.409396171569824
1172,8.405197143554688
1173,8.400898933410645
1174,8.397695541381836
1175,8.393497467041017
1176,8.389199256896973
1177,8.385995864868164
1178,8.381797790527344
1179,8.377498626708983
1180,8.374296188354492
1181,8.370097160339355
1182,8.365798950195312
1183,8.362595558166504
1184,8.358397483825684
1185,8.354099273681639
1186,8.350895881652832
1187,8.346697807312013
1188,8.342398643493652
1189,8.33919620513916
1190,8.334997177124022
1191,8.33069896697998
1192,8.327496528625487
1193,8.323197364807129
1194,8.318999290466309
1195,8.3157958984375
1196,8.311497688293457
1197,8.307299613952638
1198,8.304096221923826
1199,8.299798011779785
1200,8.295598983764647
1201,8.292396545410156
1202,8.288097381591799
1203,8.283899307250978
1204,8.280695915222168
1205,8.276397705078125
1206,8.272199630737305
1207,8.268996238708496
1208,8.264698028564451
1209,8.260499954223633
1210,8.257296562194824
1211,8.252998352050781
1212,8.248799324035645
1213,8.245596885681152
1214,8.241297721862793
1215,8.237099647521973
1216,8.233896255493164
1217,8.229598045349121
1218,8.225399971008299
1219,8.222196578979492
1220,8.217898368835451
1221,8.213699340820312
1222,8.21049690246582
1223,8.206198692321777
1224,8.201999664306639
1225,8.198797225952147
1226,8.194498062133789
1227,8.190199851989746
1228,8.18709659576416
1229,8.182798385620117
1230,8.178500175476074
1231,8.175396919250487
1232,8.171098709106445
1233,8.166799545288086
1234,8.163697242736816
1235,8.159398078918457
1236,8.156195640563965
1237,8.151897430419924
1238,8.147698402404785
1239,8.144495964050293
1240,8.140196800231934
1241,8.135998725891112
1242,8.132795333862305
1243,8.128497123718263
1244,8.124299049377441
1245,8.121095657348633
1246,8.11679744720459
1247,8.112598419189451
1248,8.109395980834961
1249,8.105097770690918
1250,8.100898742675781
1251,8.097696304321289
1252,8.09339714050293
1253,8.089199066162111
1254,8.085995674133299
1255,8.081697463989258
1256,8.077499389648438
1257,8.074295997619629
1258,8.069997787475586
1259,8.065798759460451
1260,8.062596321105957
1261,8.058297157287598
1262,8.054099082946777
1263,8.050895690917969
1264,8.046597480773926
1265,8.042399406433105
1266,8.039196014404299
1267,8.034897804260254
1268,8.030698776245117
1269,8.027496337890625
1270,8.023198127746582
1271,8.018898963928223
1272,8.015796661376951
1273,8.011497497558594
1274,8.007199287414549
1275,8.004096031188965
1276,7.999797821044923
1277,7.995499610900879
1278,7.99229621887207
1279,7.98809814453125
1280,7.983799457550049
1281,7.9805965423583975
1282,7.97639799118042
1283,7.972099304199219
1284,7.9688963890075675
1285,7.96469783782959
1286,7.960399627685548
1287,7.957196712493896
1288,7.952998161315918
1289,7.948699474334718
1290,7.945496559143066
1291,7.941298007965088
1292,7.936999797821045
1293,7.933796882629394
1294,7.929598331451416
1295,7.925299644470215
1296,7.922096729278564
1297,7.917898178100586
1298,7.913599967956543
1299,7.910397052764893
1300,7.906198501586914
1301,7.901899814605713
1302,7.8986968994140625
1303,7.894498348236084
1304,7.890200138092041
1305,7.886996746063232
1306,7.882798671722412
1307,7.8795952796936035
1308,7.87529706954956
1309,7.871098518371582
1310,7.8678956031799325
1311,7.86359691619873
1312,7.859298706054687
1313,7.8561954498291025
1314,7.851897239685059
1315,7.847598552703857
1316,7.84449577331543
1317,7.840197086334228
1318,7.8358988761901855
1319,7.832695960998535
1320,7.8284974098205575
1321,7.8241987228393555
1322,7.820995807647705
1323,7.8167972564697275
1324,7.812499046325684
1325,7.809295654296875
1326,7.805097579956055
1327,7.800798892974853
1328,7.797595977783202
1329,7.793397426605225
1330,7.7890987396240225
